0.37,0.3,1.9604
0.42,0.79,3.6718
0.88,0.17,-0.012635
0.23,0.77,4.0967
0.74,0.48,0.89065
0.25,0.58,3.2778
0.01,0.87,3.5212
0.03,0.95,4.0317
0.78,0.62,1.4752
0.4,0.32,1.883
0.45,0.8,3.4697
0.27,0.34,2.3837
0.74,0.04,-0.86071
0.31,0.81,4.188
0.23,0.06,1.255
0.33,0.58,3.2711
0.76,0.73,1.8499
0.62,0.14,-0.06963
0.66,0.41,0.71
0.39,0.24,1.6265
0.66,0.86,2.5723
0.67,0.42,0.81997
0.45,0.02,0.38788
0.66,0.09,-0.49374
0.6,0.88,2.9666
0.92,0.13,0.02087
0.68,0.7,1.9269
0.89,0.71,2.2506
0.34,0.03,0.97684
0.23,0.84,4.2843
0.6,0.86,2.8297
0.92,0.32,0.74086
0.05,0.19,1.0388
0.48,0.73,2.9753
0.07,0.6,2.749
0.41,0.82,3.7659
1,0.8,3.2297
0.08,0.02,0.54801
0.84,0.92,2.8656
0.65,1,3.2535
0.81,0.26,0.24775
0.66,0.45,0.7759
0.02,0.38,1.6762
0.43,0.97,4.4318
0.93,0.79,2.7289
0.43,0.31,1.7357
0.39,0.85,3.9787
0.61,0.98,3.3499
0.59,0.65,2.129
0.69,0.57,1.2214
0.84,0.04,-0.77197
0.12,0.78,3.7789
0.05,0.6,2.6743
0.08,0.79,3.7249
0.52,0.04,0.10447
0.19,0.91,4.5248
0.3,0.51,2.9991
0.81,0.87,2.5523
0.8,0.09,-0.55775
0.74,0.92,2.6549
0.37,0.39,2.3025
0.55,0.8,2.924
0.65,0.01,-0.94028
0.53,0.75,2.8603
0.78,0.46,0.7953
0.52,0.46,1.7734
0.73,0.33,0.3539
0.44,0.6,2.7738
0.63,0.74,2.3205
0.76,0.86,2.3998
0.06,0.31,1.5389
0.15,0.98,4.7151
0.56,0.12,0.20264
0.32,0.53,3.0126
0.78,0.77,2.157
0.59,0.97,3.2532
0,0.26,1.0287
0.65,0.59,1.504
0.96,0.36,1.1427
0.34,0.18,1.4677
1,0.95,3.8199
0.26,0.21,1.8208
0.86,0.88,2.7865
0.29,0.92,4.5479
0.46,0.43,2.0612
0.76,0.32,0.25127
0.98,0.8,3.0413
0.4,0.04,0.73796
0.19,0.05,1.0787
0.88,0.58,1.7051
0.4,0.53,2.7227
0.7,0.16,-0.32186
0.07,0.58,2.7136
0.7,0.49,0.9399
0.52,0.12,0.42497
0.36,0.58,3.0571
0.44,0.96,4.2593
0.5,0.5,1.9596
0.12,0.81,3.8563
0.48,1,4.2008
0.34,0.08,1.1305
0.38,0.32,2.0502
0.36,0.49,2.7582
0.15,0.36,2.2085
0.61,0.47,1.1602
0.93,0.16,0.20939
0.45,0.61,2.748
0.21,0.9,4.5518
0.02,0.79,3.335
0.45,0.62,2.8557
0.37,0,0.71387
0.39,0.57,2.9252
0.32,0.8,4.1171
0.39,0.44,2.4289
0.6,0.25,0.41709
0.84,0.43,0.94555
0.16,0.58,3.0904
0.41,0.49,2.47
0.63,0.94,2.9659
0.28,0.46,2.7727
0.32,0.34,2.2233
0.13,0.44,2.4815
0.85,0.14,-0.32496
0.06,0.69,3.1142
0.26,0.25,1.9699
0.17,0.83,4.2075
0.52,0.51,1.8967
0.07,0.26,1.4683
0.92,0.98,3.4688
0.34,0.38,2.3534
0.76,0.4,0.61287
0.23,0.81,4.2726
0.92,0.84,2.8847
0.29,0.65,3.5902
0.16,1,4.8588
0.1,0.88,4.1042
0.71,0.63,1.5066
0.11,0.61,3.0887
0.09,0.72,3.357
1,0.96,3.7134
0.87,0.22,0.10665
0.8,0.26,0.091148
0.06,0.22,1.3483
0.53,0.94,3.4676
0.15,0.11,1.1801
0.03,0.94,4.0704
0.92,0.9,3.109
0.26,0.47,2.8841
0.37,0.85,4.1984
1,0.44,1.7537
0.83,0,-0.87403
0.78,0.2,-0.19749
0.38,0.31,1.8456
0.07,0.25,1.4435
0.83,0.38,0.62647
0.74,0.58,1.3061
0.39,0.66,3.3014
0.27,0.25,1.9884
0.9,0.7,2.2017
0.04,0.65,2.9081
0.17,0.81,4.127
0.31,0.44,2.5947
0.32,0.43,2.6574
0.69,0.13,-0.41846
0.69,0.17,-0.213
0.53,0.29,0.89028
0.09,0.44,2.3158
0.85,0.96,2.9555
0.01,0.98,4.0324
0.46,0.93,4.0829
0.12,0.12,1.0979
0.49,0.66,2.7836
0.22,0.97,4.8908
0.86,0.62,1.7556
0.43,0.91,4.0994
0.91,0.11,-0.11823
0.49,0.94,3.815
0.69,0.96,2.9235
0.24,0.69,3.8739
0.33,0.9,4.5459
0.43,1,4.3136
0.48,0.76,3.1933
0.19,0.28,2.0549
0.45,0.83,3.6591
0.33,0.83,4.2151
0.86,0.95,2.9951
0.01,0.51,2.0667
0.7,0.6,1.4277
0.08,0.75,3.5274
0.79,0.66,1.6624
0.52,0.79,2.9981
0.3,0.91,4.6117
0.64,0.41,0.95888
0.57,0.43,1.2773
0.05,0.54,2.4992
0.92,0.05,-0.32367
0.78,0.99,2.9199
0.86,0.81,2.4163
0.17,0.33,2.165
0.37,0.33,2.0715
0.77,0.66,1.6314
0.12,0.77,3.7092
0.49,0.45,1.9434
0.15,0.25,1.9022
0.53,0.14,0.33602
0.06,0,0.37366
0.82,0.54,1.2726
0.91,0.22,0.34925
0.15,0.95,4.6859
0.13,0.24,1.6603
0.41,0.76,3.4804
0.78,0.09,-0.62537
0.18,0.54,3.074
0.8,0.49,1.0395
0.13,0.32,2.1558
0.43,0.11,0.7501
0.9,0.68,2.1546
0.02,0,0.09953
0.34,0.56,3.1286
0.61,0.39,0.96602
0.23,0.13,1.4172
0.07,0.76,3.4693
0.76,0.3,0.33348
0.56,0.56,1.9094
0.13,0.51,2.7688
0.69,0.18,-0.18589
0.9,0.51,1.4158
0.44,0.36,1.819
0.58,0.72,2.5468
0.9,0.74,2.2633
0.87,0.51,1.3734
0.38,0,0.72254
0.5,0.92,3.6963
0.08,0.85,3.8995
0.4,0.47,2.4233
0.69,0.93,2.8121
0.28,0.22,1.871
0.33,0.09,1.2963
0.3,0.02,1.0366
0.92,0.12,0.0031259
0.44,0.77,3.407
0.17,0.08,1.244
0.77,0.55,1.1223
0.58,0.46,1.4333
0.62,0.78,2.5012
0.73,0.95,2.8146
0.54,0.28,0.77617
0.88,0.44,1.0494
0.36,0.71,3.6509
0.99,0.36,1.4005
0.88,0.19,0.079693
0.53,0.42,1.4451
0.86,0.13,-0.27011
0.44,0.61,2.8549
0,0.8,3.2188
0.49,0.9,3.65
0.33,0.56,3.0267
0.38,0.63,3.219
0.92,0.22,0.39776
0.05,0.96,4.2024
0.34,0.21,1.7738
0.68,0.4,0.57161
0.34,0.78,3.9984
0.52,0.08,0.27176
0.12,0.23,1.6276
0.53,0.4,1.4081
0.35,0.39,2.332
0.29,0.39,2.602
0.61,0.48,1.2053
0.74,0.46,0.82648
0.7,0.66,1.7456
0.63,0.9,2.9543
0.9,0.52,1.4683
0.64,0.58,1.5333
0.08,0.58,2.7221
0.92,0.97,3.4141
0.34,0.25,1.7831
0.47,0.72,3.0627
0.91,0.5,1.5154
0.88,0.67,2.0367
0.06,0.83,3.6731
0.61,0.82,2.6909
0.28,0.99,4.9262
0.13,0.85,4.1804
0.45,0.69,3.054
0.46,0.99,4.1569
0.56,0.17,0.31026
0.39,0.25,1.7009
0.4,0.27,1.6462
0.4,0.12,1.0212
0.35,0.36,2.1532
0.68,0.65,1.635
0.43,0.96,4.3839
0.37,0.69,3.3775
0,0.43,1.7212
0.62,0.88,2.7794
0.69,0.58,1.4036
0.91,0.51,1.5435
0.17,0,1.0089
0.26,0.81,4.2314
0.68,0.8,2.2396
0.95,0.64,2.2459
0.38,0.12,1.2623
0.52,0.53,2.0687
0.2,0.27,2.0365
0.47,0.23,1.1107
0.78,0.64,1.4821
0.85,0.93,2.9196
0.45,0.72,3.1306
0.67,0.24,0.19773
0.86,0.04,-0.66088
0.35,0.03,0.87053
0.35,0.33,2.0966
0.93,0.49,1.4933
0.47,0.8,3.456
0.44,0.18,0.99724
0.02,0.89,3.6367
0.32,0.25,1.9324
0.77,0.44,0.77468
0.14,0.82,4.0489
0.13,0.69,3.4211
0.5,0.55,2.2016
0.39,0.88,4.1599
0.92,0.15,0.15513
0.52,0.14,0.46235
0.62,0.94,3.0415
0.04,0.76,3.313
0.47,0.16,0.78056
0.17,0.22,1.7054
0.96,0.9,3.4034
0.48,0.22,1.0792
0.04,0.49,2.3208
0.5,0.77,3.1473
0.25,0.22,1.8933
0.52,0.7,2.6695
0.47,0.82,3.5812
0.88,0.57,1.591
0.72,0.61,1.4841
0.59,0.3,0.74904
0.8,0.94,2.8444
0.59,0.68,2.23
0.04,0.83,3.5588
0.94,0.05,-0.24065
0.39,0.06,0.85364
0.48,0.06,0.27924
0.21,0.05,1.1963
0.74,0.79,2.223
0.7,0.41,0.73027
0.27,0.84,4.3062
0.53,0.56,2.1118
0.81,0,-0.85045
0.26,0.83,4.2863
0.23,0.98,4.7972
0.18,0.81,4.0836
0.48,0.23,0.94244
0.98,0.29,1.0481
0.04,0.25,1.3205
0.62,0.99,3.2884
0.03,0.49,2.24
0.07,0.38,1.9981
0.94,0.85,3.0829
0.02,0.45,1.9052
0.5,0.94,3.7043
0.62,0.12,-0.19491
0.41,0.45,2.304
0.69,0.43,0.79833
0.21,0.15,1.5992
0.02,0.08,0.45229
0.36,0.89,4.3329
0.05,0.86,3.8306
0.19,0.16,1.5739
0.07,0.04,0.58233
0.28,0.42,2.7181
0.81,0.16,-0.33479
0.32,0.21,1.8035
0.89,0.78,2.5292
0.08,0.22,1.3445
0.55,0.94,3.451
0.06,0.02,0.40908
0.26,0.28,2.1399
0.96,0.1,0.19858
1,0.14,0.55235
0.79,0.65,1.518
0.38,0.04,0.95491
0.73,0.36,0.34005
0.52,0.93,3.3955
0.43,0.09,0.86503
0.27,0.2,1.8181
0.43,0.25,1.5081
0.72,0.59,1.3653
0.94,0.41,1.2014
0.4,0.99,4.5138
0.18,0.63,3.4797
0.69,0.74,1.9984
0.8,0.38,0.58553
0.06,0.25,1.3848
0.86,0.72,2.0832
0.6,0.96,3.2905
0.02,0.66,2.6858
0.63,0.65,1.798
0.4,0.16,1.2084
0.2,0.93,4.5556
0.94,0.99,3.6322
0.74,0.34,0.40913
1,0.19,0.68997
0.07,0.28,1.6168
0.67,0.5,1.1012
0.42,0,0.43253
0.9,0.33,0.73092
0.5,0.19,0.75629
0.19,0.47,2.829
0.09,0.89,4.1835
0.96,0.58,2.0211
0.25,0.01,0.98078
0.1,0.08,0.89389
0.02,0.35,1.5458
0.13,0.55,2.9193
0.74,0.22,-0.14984
0.37,0.23,1.7206
0.37,0.08,1.0947
0.46,0.4,1.8819
0.81,0.35,0.42234
0.35,0.16,1.5335
0.61,0.32,0.61129
0.2,0.04,1.1084
0.11,0.74,3.6023
0.04,0.07,0.54158
0.48,0.04,0.22874
0.89,0.59,1.673
0.97,0.29,0.97988
1,0.16,0.61024
0.67,0.45,0.90212
0.83,0.69,1.8881
0.32,0.59,3.2196
0.62,0.02,-0.64735
0.84,0.02,-0.70649
0.41,0.74,3.4766
0.67,0.79,2.2746
0.64,0.17,-0.10588
0.19,0.12,1.3408
0.72,0.94,2.8595
0.52,0.18,0.69754
0.62,0.4,0.92492
0.59,0.15,0.089548
0.08,0.92,4.1198
0.49,0.89,3.7445
0.03,0.98,4.1234
0.94,0.21,0.49899
0.8,0.51,1.0619
0.55,0.89,3.2018
0.1,0.46,2.394
0.11,0.6,2.9688
0.22,0.82,4.1522
0.13,0.5,2.7589
0.84,0.35,0.55942
0.27,0.69,3.8389
0.88,0.54,1.4851
0.26,0.32,2.2837
0.3,0.87,4.4785
0.02,0.18,0.93766
0.76,0.57,1.2778
0.39,0.81,3.8694
0.36,0.26,1.7454
0.01,0.01,0.21644
0.99,0.53,2.0874
0.71,0.94,2.9027
0.77,0.57,1.3503
0.68,0.55,1.3176
0.77,0.05,-0.81394
0.16,0.72,3.6944
0.04,0.91,3.8865
0.98,0.92,3.62
0.29,0.48,2.8898
0.2,0.3,2.1421
0.26,0.58,3.2793
0.55,0.03,-0.32933
0.46,0.08,0.63412
0.81,0.96,2.9824
0.23,0.38,2.5209
0.59,0.82,2.7914
0.5,0.22,0.90569
0.15,0.41,2.5356
0.17,0.54,3.0046
0.04,0.75,3.2217
0.96,0.4,1.3686
0.78,0,-0.9064
1,0.81,3.2544
0.64,0.8,2.4288
0.97,0.07,0.083255
0.95,0.22,0.62621
0.88,0.96,3.2108
0.84,0.88,2.665
0.97,0.16,0.40189
0.14,0.27,1.8514
0.64,0.15,-0.32323
0.94,0.38,1.2176
0.11,0.26,1.6506
0.72,0.98,2.7813
0.5,0.28,1.1571
0.22,0.06,1.2622
0.82,0,-0.95365
0.16,0.98,4.7073
0.45,0.27,1.3799
0.05,0.21,1.144
0.02,0.06,0.4022
0.41,0.15,1.1413
0.91,0.72,2.3584
0.32,0.18,1.6597
0.17,0.98,4.8606
0.09,0.24,1.5027
0.44,0.32,1.6692
0.2,0.81,4.2593
0.32,0.35,2.2667
0.87,0.17,-0.093797
0.54,0.63,2.3225
0.49,0.35,1.4347
0.23,0.52,3.0647
1,0.64,2.5684
0.77,0.59,1.4256
0.47,0.69,2.9628
0.02,0.4,1.744
0.55,0.08,0.015019
0.23,0.9,4.6786
0.13,0.83,4.0966
0.96,0.03,-0.14164
0.23,0.16,1.6337
0.24,0.61,3.4474
0.81,0.8,2.3001
0.2,0.8,4.1169
0.44,0.17,1.0736
0.14,0.34,2.0871
0.89,0.62,1.853
0.6,0.77,2.4886
0.01,0.14,0.60069
0.16,0.05,1.0489
0.8,0.59,1.4343
0.54,0.99,3.668
0.83,0.54,1.3262
0.72,0.54,1.2158
0.03,0.97,4.0539
0.54,0.64,2.3181
0.19,0.69,3.6499
0.3,0.01,0.9789
0.07,0.69,3.2471
0.5,0.58,2.3289
0.09,0.47,2.4723
0.75,0.41,0.51007
0.8,0.77,2.1824
0.15,0.65,3.3659
0.75,0.43,0.68186
0.56,0.63,2.1914
0.45,0.87,3.7655
0.49,0.1,0.52042
0.64,0.25,0.2446
0.97,0.7,2.6363
0.22,0,0.99978
0.37,0.78,3.7448
0.57,0.01,-0.45027
0.03,0.03,0.29185
0.81,0.1,-0.56813
0.75,0.12,-0.44022
0.09,0.26,1.5176
0.81,0.51,1.1683
0.92,0.56,1.8869
0.84,0.57,1.4423
0.69,0.36,0.5736
0.8,0.17,-0.34425
0.43,0.1,0.89214
0.32,0.27,1.9438
0.02,0.15,0.67594
0.3,0.28,2.0249
0.47,0.6,2.5219
0.08,0.04,0.62687
0.73,0.26,0.086248
0.81,0.44,0.91878
0.03,0.72,3.0998
0.94,0.58,1.8674
0.91,0.32,0.73549
0.09,0.05,0.72217
0.35,0.29,1.9488
0.16,0.84,4.2574
0.6,0.08,-0.22548
0.57,0.12,-0.0040986
0.29,0.18,1.6731
0.94,0.67,2.2217
0.98,0.49,1.9113
0.6,0.31,0.60289
0.95,0.76,2.7762
0.82,0.73,2.0176
0.42,0.68,3.177
0.29,0.62,3.4044
0.56,0.35,1.1355
0.04,0.15,0.83135
0.4,0.03,0.71979
1,0.85,3.4082
0.81,0.43,0.75918
0.44,0.52,2.3527
0.46,0.09,0.72196
0.7,0.64,1.673
0.26,0.61,3.4202
0.38,0.56,2.9145
0.54,0.61,2.2256
0.5,0.11,0.46106
0.42,0.94,4.2026
0.05,0.15,0.83239
0.28,0.26,1.9791
0.93,0.51,1.5872
0.9,0.77,2.4877
0.74,0.65,1.6559
0.19,0.49,2.8392
0.11,0.49,2.5423
0.42,0.88,4.0656
0.25,0.17,1.6018
0.53,0.47,1.667
0.72,0.77,2.1267
0.27,0.21,1.8765
0.83,0.62,1.6043
0.27,0.79,4.1017
0.43,0.8,3.7018
0.38,0.84,4.101
0.15,0.15,1.3938
0.54,0.21,0.55947
0.01,0.29,1.338
0.95,0.04,-0.24672
0.87,0.7,2.0156
0.36,0.15,1.3912
0.75,0.16,-0.33136
0.7,0.27,0.10576
0.73,0.24,-0.045895
0.65,0.9,2.8742
0.44,0.74,3.2497
0.16,0.27,1.969
0.99,0.44,1.7488
0.51,0.21,0.77735
0.15,0.31,1.9897
0.89,0.23,0.27921
0.55,0.63,2.2197
0.87,0.76,2.1972
0.01,0.36,1.5687
0.91,0.37,0.86078
0.79,0.19,-0.17054
1,0.15,0.5929
0.92,0.77,2.6075
0.96,0.88,3.2036
0.86,0.71,2.1651
0.53,0.49,1.7556
0.6,0.3,0.66255
0.82,0.97,3.0692
0.53,0.21,0.66627
0.61,0.97,3.24
0.49,0.18,0.8666
0.05,0.85,3.6633
0.61,0.36,0.77005
0.59,0.56,1.7368
0.99,0.7,2.7593
0.45,0.24,1.2164
0.33,0,0.94936
0.92,0.18,0.40156
0.59,0.91,3.2576
0.66,0.16,-0.25152
0.64,0.74,2.2252
0.08,0.24,1.3767
0.78,0.24,0.019465
0.91,0.18,0.10651
0.22,0.62,3.5346
0.49,0.14,0.61624
0.36,0.6,3.161
0.46,0.28,1.4399
0.99,0.41,1.5577
0.72,0.63,1.4773
0.65,0.05,-0.63733
0.27,0.42,2.5631
0.4,0.26,1.664
0.97,0.55,2.082
0.26,0.91,4.6011
0.4,0.67,3.2953
0.74,0.83,2.3185
0.97,0.52,1.8388
0.25,0.14,1.6289
0.39,0.08,1.0704
0.61,0.94,3.1581
0.51,0.96,3.858
0.73,0.39,0.53591
0.98,0.98,3.7125
0.94,0.49,1.5972
0.48,0.01,0.097594
1,0.13,0.47469
0.72,0.66,1.5918
0.23,0.45,2.9963
0.95,0.45,1.4373
0.21,0.64,3.4594
0.81,0.12,-0.41615
0.47,0.24,1.1713
0.1,0.31,1.7385
0.9,0.36,0.83118
0.86,0.2,0.0019331
0.11,0.5,2.7223
0.08,0.53,2.6021
0.03,0.7,3.0503
0.56,0.73,2.5189
0.83,0.94,2.9334
0.61,0.29,0.5525
0.78,0.34,0.44738
0.78,0.25,0.073854
0.73,0.01,-0.98114
0.41,0.79,3.7257
0.37,0.26,1.777
0.47,0.52,2.3254
0.53,0.71,2.6052
0.91,0.63,1.919
0.88,0.11,-0.22127
0.77,0.68,1.7939
0.1,0.03,0.75124
0.8,0.88,2.5744
0.74,0.24,-0.066112
0.1,0.98,4.4868
0.7,0.29,0.26637
0.94,0.57,1.8483
0.34,0.72,3.7663
0.09,0.77,3.6302
0.22,0.74,3.9334
0.98,0.69,2.6659
0.39,0.96,4.4658
0.32,0.64,3.477
0.32,0.86,4.3541
0.04,0.39,1.8292
0.99,0.55,2.1523
0.85,0.11,-0.35387
0.67,0.92,2.8994
0.2,0.06,1.1072
0.11,0.64,3.1526
0.28,0.87,4.4661
0.07,0.63,2.9497
0.28,0.05,1.1948
0.07,0.48,2.3629
0.08,0.94,4.2483
0.97,0.73,2.7095
0.23,0.4,2.5647
0.05,0.52,2.394
0.39,0.5,2.644
0.43,0.07,0.70898
0.23,0.64,3.5077
0.09,0.4,2.0808
0.08,0.91,4.1169
0.78,0.93,2.767
0.07,0.59,2.7315
0.58,0.57,1.8488
0.32,0.73,3.8053
0.88,0.46,1.2041
0.98,0.32,1.1763
0.53,0.78,2.9545
0.69,0.59,1.5014
0.46,0.97,4.1767
0.07,0.14,1.0278
0.84,0.45,0.84059
0.97,0.5,1.8339
0.28,0.13,1.5192
0.49,0.84,3.4803
0,0.23,0.94291
0.93,0.48,1.5372
0.92,0.68,2.3469
0.53,0.15,0.44305
0.39,0.15,1.335
0.6,0.38,0.96681
0.64,0.78,2.324
0.08,0.83,3.7592
0.88,0.13,-0.099367
0.1,0.15,1.2034
0.24,0.39,2.6282
0.07,0.79,3.5668
0.74,0.86,2.4125
0.26,0.54,3.1077
0.32,0.16,1.4375
0.37,0.17,1.4198
0.98,0.34,1.207
0.14,0.55,2.8716
0.98,0.5,1.9198
0.58,0.45,1.3365
0.93,0.96,3.4479
0.51,0.14,0.52214
0.8,0.68,1.7663
0.15,0.04,0.97201
0.16,0.88,4.3617
0.38,0.09,1.0786
0.03,0.44,1.8626
0.39,0.74,3.555
0.57,0.38,1.1196
0.02,0.83,3.5269
0.18,0.98,4.886
0.32,0.82,4.2104
0.93,0.39,1.1494
0.95,0.97,3.4429
0.25,0.94,4.6932
0.93,0.36,0.94328
0.21,0.46,2.73
0.47,0.53,2.2612
0.33,0.7,3.8094
0.86,0.51,1.2494
0.67,0.25,0.074375
0.7,0.52,1.0673
0.93,0.4,1.2342
0.36,0.5,2.5862
1,0.83,3.3423
0.23,0.57,3.2777
0.35,0.95,4.627
0.25,0.86,4.4648
0.44,0.05,0.578
0.58,0.03,-0.34752
0.37,0.35,2.173
0.5,0.37,1.4101
0.11,0.25,1.7024
0.36,0.68,3.4841
0.64,0.83,2.5559
0.92,0.66,2.2282
0.18,0.78,4.0413
0.33,0.21,1.6651
0.23,0.37,2.4204
0.97,0.86,3.3173
0.45,0.35,1.6425
0.54,0.9,3.3789
0.97,0.24,0.82164
0.66,0.66,1.7114
0.69,0,-0.95339
0.89,0.89,2.9464
0.88,0.28,0.48847
0.12,0.07,0.88049
0.21,0.54,3.1369
0.51,0.48,1.896
0.34,0.58,3.2098
0.95,0.68,2.3946
0.96,0.75,2.7171
1,0.74,2.9429
0.08,0.7,3.2356
0.92,0.41,1.1854
0.91,0.81,2.599
0.43,0.33,1.7694
0.88,0.72,2.2081
0.08,0.31,1.7115
0.06,0.41,2.0993
0.53,0.53,1.8612
0.7,0.53,1.2267
0.95,0.6,2.0818
0.39,0.03,0.78269
0.19,1,4.9025
0.75,0.83,2.3111
0.38,0.08,0.95544
0.73,0.59,1.4693
0.09,0.46,2.4097
0.77,0.19,-0.27337
0.86,0.52,1.2954
0.5,0.07,0.21251
0.67,0.66,1.735
0.87,0.8,2.4488
0.1,0.59,2.8683
0.21,0.27,2.1043
0.34,0.65,3.4209
0.72,0.53,1.153
0.72,0.23,-0.06652
0.25,0.92,4.778
0.82,0.05,-0.73702
0.89,0.01,-0.6662
0.07,0.16,1.0677
0.32,0.57,3.2322
0.29,0.25,2.0018
0.56,0.93,3.291
0.35,0.72,3.7554
0.56,0.01,-0.42867
0.11,0.18,1.2703
0.94,0.07,-0.071271
0.19,0.01,0.93514
0.39,0.54,2.8591
0.39,0.84,4.0543
0.33,0.04,0.99915
0.32,0.66,3.6372
0.46,0.62,2.7387
0.33,0.62,3.362
0.73,0.94,2.7152
0.43,0.51,2.3879
0.85,0.54,1.4467
0.79,0.95,2.776
0.36,0.14,1.3579
0.61,0.67,1.9897
0.31,0.12,1.305
0.34,0.4,2.4971
0.49,0.43,1.7551
0.68,0.58,1.4823
0.55,0.42,1.2903
0.2,0.23,1.9835
0.8,0.35,0.39782
0.33,0.16,1.5325
0.56,0.69,2.4039
0.93,0.74,2.5562
0.53,0.34,1.2305
0.29,0.54,3.1502
0.68,0.62,1.5563
0.9,0.37,0.85924
0.31,0.3,2.208
0.93,0.5,1.5916
0.44,0.28,1.4958
0.8,0.23,-0.073501
0.57,0.56,1.8308
0.6,0.61,1.9199
0.08,0.1,0.87315
0.88,0.87,2.6823
0.04,0.6,2.6439
0.59,0.41,1.0777
0.3,0.42,2.6799
0.61,0.57,1.5761
0.97,0.74,2.7304
0.79,0.3,0.23045
0.24,0.96,4.7667
0.34,0.61,3.2729
0.19,0.68,3.5956
0.91,0.17,0.021962
0.28,0.38,2.4185
0.79,0.69,1.8517
0.75,0.28,0.15103
0.1,0.92,4.3446
0.59,0.18,0.12116
0.81,0.07,-0.69908
0.6,0.63,1.9003
0.79,0.97,2.8986
0.44,0.06,0.5744
0.97,0.95,3.6502
0.66,0.33,0.46461
0.89,0.8,2.4952
0.31,0.41,2.5906
0.99,0.72,2.899
0.67,0.36,0.64688
0.52,0.64,2.4815
0.74,0.39,0.46543
0,0.4,1.4982
0.73,0.58,1.3384
0.03,0.86,3.5696
0.79,0.63,1.5321
0.84,0.05,-0.69749
0.88,0.39,0.80177
0.84,0.58,1.5089
0.99,0.15,0.54712
0.93,0.52,1.5746
0.16,0.13,1.3331
0.08,0.82,3.7058
0.95,0.98,3.5978
0.19,0.15,1.5897
0.72,0.48,0.98818
0.67,0.75,2.085
0.05,0.05,0.62215
0.52,0.4,1.4815
0.3,0.65,3.5277
0.4,0.02,0.70859
0.42,0.63,2.9742
0.1,0.78,3.6729
0.28,0.95,4.729
0.86,0.79,2.2368
0.88,0.85,2.7009
0.34,0.69,3.5339
0,0.54,2.1516
0.06,0.88,3.9731
0.79,0.73,2.0645
0.71,0.88,2.603
0.13,0.78,3.8832
0.05,0.46,2.2652
0.34,0.53,3.026
0.28,0.72,3.7774
0.3,0.93,4.6338
0.18,0.87,4.412
0.58,0.85,2.9423
0.2,0.47,2.8395
0.57,0.94,3.3185
0.26,0.97,4.8393
0.77,0.12,-0.5538
0.84,0.73,2.1208
0.11,0.15,1.1561
0.94,0.31,0.84378
0.84,0.06,-0.60743
0.66,0.29,0.35708
0.98,0.37,1.3074
0.19,0.58,3.2999
0.8,0.08,-0.56121
0.51,0.37,1.3491
0.95,0.9,3.2656
0.49,0.53,2.1348
0.19,0.17,1.5446
1,0.79,3.2685
0.7,0.48,1.0184
0.09,0.14,1.1096
0.03,0.22,1.0177
0.11,0.94,4.3406
0.86,0.78,2.3129
0.37,0.82,4.1328
0.51,0.28,1.0623
